collaboration_id,campaign_id,creator_id,content_type,payment_amount
976,334,110,Reel,1477.37
977,334,343,Post,5196.09
978,334,458,Video,2551.55
979,335,483,Post,8079.04
980,335,215,Story,14487.29
981,335,247,Post,5384.92
982,336,200,Live,3058.54
983,336,422,Blog,10052.64
984,336,6,Live,2254.80
985,336,288,Blog,14796.88
986,336,401,Blog,11168.26
987,337,8,Post,14013.91
988,337,78,Post,12978.09
989,337,460,Reel,11901.05
990,338,135,Post,14155.52
991,338,267,Story,9550.97
992,338,370,Blog,14544.92
993,338,2,Reel,643.64
994,339,216,Live,11638.33
995,339,357,Live,5725.59
996,340,108,Blog,8694.86
997,340,488,Reel,5616.82
998,340,98,Video,341.25
999,341,258,Reel,10519.83
1000,341,420,Blog,14985.82
1001,341,445,Post,6214.76
1002,342,425,Live,14613.65
1003,342,278,Video,1789.36
1004,342,219,Story,6936.47
1005,343,91,Story,8187.17
1006,343,284,Post,4346.92
1007,343,305,Blog,10359.40
1008,344,325,Reel,14930.91
1009,344,146,Reel,1435.61
1010,344,360,Reel,9282.28
1011,344,318,Post,1644.76
1012,345,475,Live,8760.38
1013,345,279,Reel,10048.88
1014,345,52,Post,3256.88
1015,345,325,Post,8318.66
1016,345,228,Reel,3013.85
1017,346,487,Post,6252.73
1018,346,64,Blog,10587.14
1019,346,180,Blog,5997.55
1020,346,496,Video,11754.72
1021,347,146,Video,12593.41
1022,347,138,Post,10132.18
1023,347,451,Reel,13512.79
1024,347,338,Post,586.85
1025,347,136,Reel,2385.29
1026,348,431,Blog,9039.19
1027,348,419,Video,2639.12
1028,348,266,Live,14893.15
1029,349,285,Post,2970.64
1030,349,499,Blog,5960.43
1031,350,411,Live,6493.63
1032,351,373,Video,7807.43
1033,351,89,Post,3541.45
1034,351,207,Blog,12037.46
1035,351,463,Live,1863.75
1036,352,402,Video,12576.33
1037,352,201,Story,14235.63
1038,352,432,Story,1489.49
1039,352,391,Reel,6617.57
1040,352,322,Blog,11573.48
1041,353,15,Blog,8200.72
1042,353,317,Reel,8619.73
1043,354,381,Blog,2045.17
1044,355,325,Story,3671.86
1045,355,324,Story,4524.15
1046,355,399,Live,12622.81
1047,355,184,Blog,11722.43
1048,356,395,Video,1336.15
1049,356,134,Story,9448.83
1050,356,338,Blog,14773.49
1051,356,27,Reel,1752.88
1052,357,63,Story,1482.38
1053,357,55,Post,12684.89
1054,357,73,Story,5922.92
1055,357,145,Post,11952.08
1056,357,135,Post,1196.28
1057,358,108,Blog,6356.62
1058,359,325,Story,2779.12
1059,359,466,Reel,13564.21
1060,359,231,Blog,8552.68
1061,360,438,Video,7310.27
1062,360,17,Live,9039.89
1063,360,61,Reel,2459.99
1064,360,500,Blog,3892.07
1065,360,176,Reel,2973.39
1066,361,275,Reel,7818.12
1067,362,111,Video,1810.35
1068,362,444,Story,539.51
1069,363,113,Blog,10404.87
1070,363,43,Story,4087.10
1071,364,103,Blog,8317.31
1072,364,489,Video,7058.95
1073,364,48,Post,6597.32
1074,364,179,Post,13842.99
1075,365,89,Blog,4288.13
1076,365,102,Post,1633.13
1077,365,352,Live,4742.62
1078,366,489,Post,6558.73
1079,366,370,Post,6413.69
1080,367,418,Reel,9148.71
1081,367,164,Post,3075.84
1082,367,319,Video,5672.01
1083,368,231,Story,13352.80
1084,369,130,Blog,14260.63
1085,369,301,Live,5348.57
1086,369,210,Reel,1808.28
1087,369,151,Video,6497.86
1088,369,310,Story,5430.39
1089,370,111,Blog,5637.74
1090,371,400,Reel,243.53
1091,371,161,Blog,262.43
1092,372,110,Video,13491.29
1093,372,239,Live,1086.90
1094,372,291,Video,9066.85
1095,373,112,Live,14199.44
1096,373,53,Blog,1214.88
1097,373,288,Blog,6384.08
1098,373,143,Post,4834.97
1099,373,367,Video,3052.44
1100,374,411,Post,7529.90
1101,375,216,Post,2649.98
1102,375,62,Video,8908.45
1103,375,64,Story,8688.57
1104,376,10,Live,14820.53
1105,376,330,Post,4337.05
1106,376,402,Post,651.42
1107,377,471,Reel,1134.87
1108,377,271,Reel,12464.77
1109,377,21,Post,10876.48
1110,377,173,Video,4826.13
1111,377,331,Video,6065.13
1112,378,397,Post,4546.81
1113,378,161,Post,7450.72
1114,378,253,Blog,14510.57
1115,378,314,Reel,12661.83
1116,378,25,Live,1630.88
1117,379,25,Reel,2167.14
1118,379,423,Video,12934.69
1119,380,116,Blog,13543.92
1120,380,88,Video,12260.60
1121,380,46,Live,14844.52
1122,380,98,Blog,13033.42
1123,381,453,Reel,815.25
1124,381,402,Video,1218.13
1125,381,23,Video,10350.03
1126,382,139,Story,8793.45
1127,382,358,Reel,1981.70
1128,382,88,Story,11320.22
1129,382,474,Post,9589.86
1130,383,268,Live,3683.80
1131,384,339,Video,11612.40
1132,384,251,Post,3464.87
1133,384,500,Video,11516.41
1134,384,144,Blog,1333.63
1135,385,428,Blog,12852.37
1136,385,447,Blog,1262.45
1137,385,125,Post,997.98
1138,385,338,Reel,10090.43
1139,385,332,Post,12295.82
1140,386,250,Video,3209.06
1141,386,54,Live,11447.88
1142,387,440,Blog,6864.93
1143,387,161,Story,12732.32
1144,387,390,Reel,13720.47
1145,387,484,Story,13758.79
1146,387,160,Post,14628.46
1147,388,263,Reel,4239.79
1148,388,104,Story,10325.36
1149,388,400,Live,9760.91
1150,388,205,Story,6968.22
1151,388,97,Reel,11200.89
1152,389,9,Post,2886.74
1153,389,458,Reel,7195.98
1154,390,232,Live,1352.59
1155,390,181,Post,3259.78
1156,390,136,Post,7582.64
1157,390,61,Live,5072.72
1158,390,475,Post,4161.57
1159,391,26,Blog,5799.59
1160,392,100,Story,8951.33
1161,392,151,Live,9150.98
1162,392,97,Live,6560.12
1163,392,207,Blog,843.08
1164,393,491,Story,1816.30
1165,393,57,Reel,8670.93
1166,394,34,Reel,4204.35
1167,394,273,Live,10522.73
1168,395,201,Blog,12378.62
1169,395,202,Blog,4097.18
1170,395,52,Story,2648.33
1171,395,113,Story,5279.73
1172,396,362,Blog,146.29
1173,396,306,Story,7598.28
1174,396,148,Blog,9369.56
1175,397,437,Story,2636.47
1176,397,465,Blog,1134.87
1177,397,353,Story,5049.11
1178,398,73,Post,6476.05
1179,398,493,Reel,2744.97
1180,398,7,Video,13230.74
1181,398,342,Story,10220.12
1182,399,305,Video,14546.17
1183,400,1,Reel,773.13
1184,400,251,Reel,8552.27
1185,400,448,Video,12546.85
1186,400,127,Live,7596.88
1187,400,242,Story,11651.32
1188,401,156,Blog,5101.59
1189,402,377,Blog,7348.75
1190,402,180,Video,6935.39
1191,402,280,Video,4586.90
1192,402,132,Video,13381.45
1193,403,248,Blog,9633.02
1194,403,58,Story,14681.70
1195,403,139,Story,9924.57
1196,403,352,Story,5422.20
1197,403,266,Reel,3741.08
1198,404,185,Story,13817.64
1199,404,106,Post,9617.13
1200,404,382,Video,13169.45
1201,404,46,Blog,8219.25
1202,405,491,Video,13663.88
1203,405,449,Video,13331.12
1204,405,270,Post,8878.30
1205,405,90,Video,4708.92
1206,406,297,Live,10557.35
1207,407,63,Video,4397.29
1208,407,222,Reel,7534.01
1209,407,408,Blog,2292.25
1210,407,233,Blog,2338.39
1211,407,291,Video,9394.55
1212,408,156,Video,1062.79
1213,408,250,Video,332.33
1214,409,112,Video,12399.51
1215,410,28,Post,4656.74
1216,411,181,Reel,3846.36
1217,411,339,Video,13192.96
1218,411,428,Live,10013.36
1219,411,1,Live,2410.05
1220,412,366,Video,2225.40
1221,413,222,Reel,4432.95
1222,413,300,Reel,7150.35
1223,414,128,Blog,5854.99
1224,414,416,Post,14506.91
1225,414,348,Reel,13406.20
1226,415,306,Live,6593.66
1227,415,160,Video,12085.27
1228,415,89,Story,10281.49
1229,416,129,Post,8358.83
1230,416,70,Video,4644.44
1231,417,291,Post,8232.88
1232,417,475,Post,11757.85
1233,417,322,Post,1531.03
1234,418,227,Blog,10717.72
1235,418,356,Post,5377.49
1236,418,161,Post,6365.53
1237,418,258,Post,6973.13
1238,418,479,Live,493.69
1239,419,46,Video,11820.82
1240,419,387,Live,7731.88
1241,419,72,Story,9351.26
1242,419,315,Live,13179.30
1243,420,387,Post,1976.44
1244,421,237,Live,6957.29
1245,422,44,Reel,4125.61
1246,423,171,Live,1551.25
1247,424,290,Video,12978.28
1248,424,247,Reel,11133.05
1249,424,354,Blog,7711.23
1250,425,360,Story,7792.33
1251,426,380,Blog,9631.06
1252,426,496,Story,4583.29
1253,426,254,Video,10815.22
1254,426,70,Reel,12103.69
1255,426,115,Live,10347.84
1256,427,35,Reel,2380.03
1257,428,267,Reel,3783.37
1258,429,243,Reel,12507.62
1259,430,201,Video,6127.90
1260,430,29,Story,12322.04
1261,430,475,Live,3978.05
1262,430,63,Live,10251.67
1263,431,64,Story,2211.12
1264,431,222,Blog,9896.23
1265,431,75,Story,7721.57
1266,431,326,Blog,8245.55
1267,431,12,Post,7258.95
1268,432,342,Live,7445.17
1269,432,52,Blog,4200.20
1270,432,492,Post,10495.03
1271,433,238,Post,12221.05
1272,434,15,Post,1889.88
1273,434,146,Post,264.19
1274,435,18,Blog,9336.16
1275,435,331,Reel,13630.81
1276,435,334,Video,14445.67
1277,436,452,Reel,14728.13
1278,436,371,Video,7559.51
1279,436,235,Live,3240.62
1280,436,142,Blog,7923.33
1281,437,33,Blog,10816.22
1282,437,90,Video,6946.28
1283,437,336,Story,4247.27
1284,437,78,Blog,4613.66
1285,437,181,Post,1116.33
1286,438,193,Blog,2787.58
1287,438,493,Blog,13918.44
1288,438,242,Blog,7928.97
1289,438,311,Story,10496.75
1290,439,490,Post,1106.79
1291,439,298,Reel,12795.26
1292,439,179,Story,3552.39
1293,439,300,Blog,1682.68
1294,439,317,Blog,7198.55
1295,440,396,Blog,11954.51
1296,440,414,Reel,13506.94
1297,441,373,Post,11361.63
1298,441,457,Post,13843.40
1299,442,314,Video,1805.66
1300,443,227,Video,9137.35
1301,444,473,Story,4885.27
1302,445,194,Live,3076.04
1303,445,69,Video,7417.43
1304,445,327,Blog,4362.73
1305,445,294,Story,11158.09
1306,446,417,Story,1381.67
1307,446,271,Reel,9473.82
1308,446,415,Blog,1533.47
1309,446,405,Reel,12169.13
1310,447,185,Post,8567.60
1311,448,175,Story,10267.18
1312,449,255,Post,7562.67
1313,449,98,Video,9315.34
1314,449,427,Live,12815.98
1315,449,107,Reel,6639.28
1316,449,293,Blog,5704.16
1317,450,292,Reel,1995.17
1318,451,153,Reel,9062.19
1319,451,52,Video,435.88
1320,451,61,Video,13841.87
1321,451,256,Video,5917.35
1322,451,119,Video,1112.50
1323,452,496,Reel,8062.91
1324,452,148,Story,12812.61
1325,453,257,Live,10493.02
1326,453,160,Reel,8783.31
1327,453,205,Video,9833.16
1328,453,317,Reel,5136.87
1329,453,30,Video,3087.62
1330,454,72,Story,8251.60
1331,455,474,Reel,3610.70
1332,455,388,Reel,12104.36
1333,455,340,Live,13574.43
1334,456,178,Reel,14253.63
1335,457,379,Live,7233.70
1336,457,314,Story,4130.58
1337,457,476,Reel,1650.51
1338,457,42,Post,7663.30
1339,457,455,Blog,5318.84
1340,458,156,Story,419.50
1341,458,401,Reel,492.67
1342,458,436,Story,8059.37
1343,458,449,Post,10260.92
1344,459,283,Post,876.89
1345,460,357,Post,8288.22
1346,460,65,Reel,6625.50
1347,460,221,Live,14739.76
1348,460,360,Video,5341.66
1349,461,224,Story,3557.30
1350,461,471,Live,249.74
1351,461,30,Post,11237.39
1352,462,291,Blog,3823.84
1353,462,24,Reel,1241.51
1354,462,411,Story,6634.48
1355,462,8,Video,751.42
1356,462,448,Video,9076.00
1357,463,150,Live,6027.50
1358,463,67,Blog,1923.41
1359,464,40,Video,14081.72
1360,465,254,Blog,12220.03
1361,465,362,Story,6708.77
1362,466,483,Live,4460.98
1363,466,188,Blog,3738.67
1364,466,400,Video,4851.00
1365,467,258,Post,10611.97
1366,467,54,Live,7344.49
1367,467,28,Reel,3132.97
1368,467,178,Story,12637.24
1369,467,462,Live,3534.99
1370,468,108,Story,634.43
1371,468,63,Story,10505.29
1372,468,191,Blog,11486.46
1373,468,372,Reel,417.22
1374,468,418,Reel,4127.45
1375,469,197,Reel,4258.48
1376,469,154,Live,5820.65
1377,469,424,Reel,12955.31
1378,469,495,Post,6715.89
1379,469,44,Story,3165.38
1380,470,338,Live,878.67
1381,470,221,Video,566.46
1382,471,480,Live,11341.72
1383,471,14,Video,13848.21
1384,471,466,Video,12172.63
1385,472,111,Live,6567.73
1386,472,388,Post,11760.93
1387,472,15,Blog,11310.77
1388,472,175,Reel,8344.08
1389,472,372,Blog,13993.84
1390,473,440,Post,6415.14
1391,473,481,Blog,8567.72
1392,473,274,Live,3975.50
1393,474,240,Story,13624.92
1394,474,382,Video,12013.87
1395,474,474,Video,1374.50
1396,474,122,Story,11592.95
1397,475,173,Reel,9271.65
1398,475,293,Video,4104.34
1399,475,203,Video,11758.15
1400,476,7,Video,12556.40
1401,476,64,Story,6712.75
1402,476,158,Reel,6654.65
1403,476,292,Post,651.36
1404,476,339,Video,7255.10
1405,477,112,Reel,4219.04
1406,477,210,Live,8316.57
1407,477,30,Reel,6662.55
1408,477,297,Video,11513.05
1409,477,481,Video,3967.16
1410,478,66,Story,13081.46
1411,478,117,Blog,838.74
1412,478,323,Reel,9853.55
1413,478,90,Story,10298.18
1414,479,297,Blog,3496.49
1415,479,163,Blog,14880.37
1416,479,22,Video,340.16
1417,479,284,Video,8152.58
1418,480,308,Story,5310.97
1419,481,260,Post,1786.42
1420,482,122,Story,4954.26
1421,483,425,Post,1163.76
1422,483,422,Post,13150.21
1423,483,349,Story,467.95
1424,484,404,Blog,5683.26
1425,484,185,Video,9366.55
1426,484,172,Story,5587.70
1427,484,500,Video,13961.60
1428,484,209,Live,480.48
1429,485,109,Blog,7671.92
1430,485,414,Live,10721.32
1431,485,161,Story,5744.71
1432,485,262,Live,585.73
1433,485,367,Blog,2336.11
1434,486,490,Reel,14383.51
1435,487,290,Live,9491.83
1436,487,258,Blog,6329.39
1437,488,434,Live,11993.26
1438,489,242,Video,4110.82
1439,489,338,Live,4466.67
1440,489,269,Story,4997.40
1441,489,267,Video,3540.27
1442,489,226,Video,11248.01
1443,490,355,Story,6730.61
1444,491,186,Live,1239.01
1445,491,41,Video,9834.62
1446,491,181,Live,3532.21
1447,491,287,Post,3523.47
1448,492,474,Story,11669.08
1449,492,276,Post,10144.17
1450,493,311,Video,5189.42
1451,493,134,Reel,1314.44
1452,494,259,Blog,13233.47
1453,494,76,Story,13508.10
1454,494,295,Post,331.13
1455,494,254,Reel,6337.52
1456,495,365,Story,13054.94
1457,495,477,Post,456.58
1458,495,241,Story,14850.01
1459,495,381,Story,7771.97
1460,495,52,Live,13787.48
1461,496,182,Live,3697.38
1462,496,66,Video,1873.54
1463,496,206,Video,8913.02
1464,496,357,Live,1705.80
1465,497,38,Blog,13818.78
1466,498,467,Blog,12538.59
1467,498,210,Video,11389.13
1468,498,323,Blog,2105.62
1469,498,231,Story,10883.24
1470,499,470,Story,13444.43
1471,499,420,Live,8936.42
1472,499,480,Blog,9776.13
1473,499,261,Post,4874.51
1474,499,43,Story,7679.14
1475,500,144,Video,7450.07
1476,500,484,Reel,8505.56
1477,500,396,Live,8739.44
1478,500,50,Post,4350.33
1479,500,119,Post,4846.82
1480,501,489,Reel,12228.41
1481,501,74,Blog,13247.52
1482,502,221,Video,8669.55
1483,502,266,Live,4784.07
1484,503,146,Video,4180.34
1485,503,85,Post,3432.14
1486,503,61,Story,4398.33
1487,504,311,Story,10029.86
1488,504,386,Story,1530.04
1489,504,55,Live,12597.97
1490,505,15,Reel,14401.86
1491,505,307,Live,8114.95
1492,506,4,Reel,5606.15
1493,506,251,Video,14132.91
1494,507,219,Post,4494.63
1495,507,375,Reel,10772.14
1496,507,228,Reel,6721.64
1497,507,267,Post,7449.51
1498,507,65,Reel,12981.09
1499,508,375,Video,12074.25
1500,508,343,Blog,11920.47
1501,508,60,Blog,1207.82
1502,509,260,Video,6856.61
1503,509,172,Blog,7741.38
1504,510,362,Blog,4790.67
1505,511,222,Reel,13992.28
1506,512,163,Blog,630.98
1507,512,98,Blog,9446.55
1508,512,431,Story,2139.43
1509,512,286,Post,13094.51
1510,512,339,Story,10132.88
1511,513,241,Story,11030.05
1512,513,78,Video,2063.70
1513,513,249,Blog,13150.37
1514,514,439,Post,1102.19
1515,514,371,Live,9207.14
1516,514,384,Blog,2753.91
1517,514,110,Post,10350.93
1518,514,2,Live,5766.32
1519,515,121,Blog,14319.59
1520,515,327,Video,12626.31
1521,515,179,Video,10052.84
1522,515,248,Post,11971.52
1523,515,272,Post,9007.85
1524,516,247,Video,6351.95
1525,516,152,Post,4948.42
1526,516,50,Blog,6430.49
1527,516,113,Story,7024.57
1528,516,58,Video,9943.13
1529,517,357,Story,11627.86
1530,517,204,Post,12617.80
1531,517,361,Post,9055.78
1532,518,15,Video,7661.56
1533,518,149,Post,1005.97
1534,519,134,Post,5931.54
1535,519,346,Post,6435.47
1536,519,163,Video,13694.29
1537,520,249,Video,9580.37
1538,520,373,Reel,4696.81
1539,520,113,Post,3397.52
1540,521,275,Blog,1743.70
1541,521,106,Live,9200.20
1542,522,310,Reel,14259.15
1543,522,277,Reel,12055.95
1544,523,400,Blog,5065.99
1545,524,393,Blog,833.31
1546,524,284,Story,5495.26
1547,524,33,Story,14779.74
1548,525,203,Story,13668.74
1549,525,441,Video,6259.59
1550,525,368,Live,11026.68
1551,525,118,Reel,637.52
1552,525,149,Reel,11351.31
1553,526,53,Reel,2438.49
1554,526,257,Video,461.24
1555,526,204,Blog,11608.93
1556,526,406,Story,603.29
1557,526,249,Blog,1942.28
1558,527,336,Blog,13161.66
1559,527,206,Reel,1240.25
1560,527,68,Live,10859.48
1561,527,419,Blog,6289.16
1562,528,381,Live,9112.59
1563,529,49,Live,11910.04
1564,529,377,Story,12488.93
1565,530,402,Live,11177.90
1566,530,166,Video,4183.34
1567,530,218,Story,1585.22
1568,531,242,Story,14506.61
1569,531,193,Live,4250.51
1570,531,150,Video,13624.22
1571,531,220,Live,7648.24
1572,531,48,Post,356.47
1573,532,373,Live,10747.22
1574,532,202,Post,3438.51
1575,532,488,Reel,6020.49
1576,532,191,Story,6761.57
1577,533,289,Video,2242.19
1578,533,56,Blog,14639.68
1579,533,330,Reel,8457.19
1580,533,160,Story,12985.93
1581,534,304,Post,9285.68
1582,534,128,Post,7898.74
1583,534,43,Live,11432.67
1584,534,73,Reel,11534.39
1585,535,211,Video,12531.42
1586,535,160,Reel,4889.50
1587,535,380,Live,9021.08
1588,536,138,Blog,3217.44
1589,537,407,Blog,3612.52
1590,537,251,Post,10662.14
1591,537,280,Live,8366.63
1592,537,256,Blog,14892.05
1593,537,161,Reel,13826.33
1594,538,359,Reel,2515.19
1595,538,40,Blog,1910.02
1596,538,193,Story,6620.26
1597,538,66,Reel,682.02
1598,539,254,Live,7359.18
1599,539,88,Blog,13125.80
1600,539,321,Post,6051.14
1601,539,412,Video,1851.99
1602,540,369,Blog,4139.50
1603,540,473,Video,9265.00
1604,540,451,Video,8500.77
1605,541,73,Live,10306.86
1606,541,149,Live,14284.73
1607,542,266,Post,6996.91
1608,542,310,Video,13913.49
1609,542,129,Blog,14943.18
1610,543,85,Blog,12458.18
1611,543,269,Reel,4833.55
1612,544,77,Reel,14900.32
1613,544,241,Reel,4746.42
1614,545,103,Reel,8112.20
1615,545,356,Video,1511.25
1616,546,240,Blog,8431.43
1617,546,305,Story,5239.87
1618,546,81,Reel,13925.40
1619,546,35,Video,4334.39
1620,546,180,Post,8808.58
1621,547,189,Post,14021.19
1622,547,320,Live,8161.15
1623,547,393,Blog,3118.56
1624,548,79,Story,4017.77
1625,548,53,Reel,1987.89
1626,548,375,Live,8851.02
1627,548,111,Post,5019.39
1628,548,144,Live,9111.15
1629,549,343,Reel,11772.14
1630,549,466,Story,1460.94
1631,549,243,Live,2282.73
1632,549,108,Story,7184.41
1633,549,87,Reel,4917.73
1634,550,71,Live,12127.79
1635,551,341,Live,11424.11
1636,551,242,Story,8446.16
1637,551,168,Post,11631.40
1638,551,155,Blog,7169.72
1639,552,430,Live,1265.17
1640,552,268,Live,12648.65
1641,552,163,Story,14187.80
1642,553,365,Post,8451.24
1643,553,74,Post,10456.99
1644,553,431,Video,10311.98
1645,554,461,Reel,13005.46
1646,554,223,Post,11584.10
1647,554,334,Video,10954.52
1648,554,179,Story,9292.92
1649,554,92,Story,5798.62
1650,555,478,Reel,3017.96
1651,555,383,Video,7937.44
1652,556,301,Video,4993.93
1653,557,469,Reel,9140.94
1654,557,130,Reel,9743.55
1655,557,258,Blog,7233.15
1656,558,357,Blog,3870.27
1657,559,498,Live,12367.55
1658,560,312,Story,7154.38
1659,560,324,Blog,11283.74
1660,560,233,Reel,669.08
1661,560,252,Reel,9232.52
1662,561,362,Story,13076.61
1663,561,377,Story,1334.09
1664,562,29,Post,9598.42
1665,563,161,Reel,12882.57
1666,564,437,Live,11088.06
1667,564,100,Video,12575.38
1668,564,336,Video,13476.27
1669,565,464,Blog,14170.08
1670,565,301,Live,311.15
1671,566,214,Reel,1067.83
1672,566,429,Live,2297.96
1673,566,342,Video,1351.13
1674,566,343,Post,763.18
1675,567,102,Blog,11227.74
1676,567,353,Reel,4736.35
1677,567,259,Live,5325.20
1678,567,210,Video,7047.16
1679,567,89,Blog,1382.82
1680,568,46,Story,10970.30
1681,568,60,Story,4830.77
1682,568,471,Blog,14489.91
1683,568,47,Story,11852.18
1684,569,327,Post,1311.00
1685,569,192,Blog,14154.24
1686,570,429,Story,11236.39
1687,570,349,Blog,2077.75
1688,570,329,Reel,5751.73
1689,571,92,Live,4801.56
1690,571,143,Story,12545.60
1691,571,72,Video,13265.17
1692,572,152,Blog,6650.02
1693,572,133,Reel,7399.30
1694,573,187,Post,12459.55
1695,573,179,Blog,12492.78
1696,573,396,Reel,14250.01
1697,573,329,Live,5846.64
1698,573,268,Live,8573.80
1699,574,178,Video,3190.96
1700,574,331,Blog,14530.51
1701,574,416,Live,12464.88
1702,574,350,Video,1452.29
1703,575,133,Post,3986.60
1704,575,112,Reel,7803.74
1705,576,244,Post,8843.63
1706,576,72,Video,8500.16
1707,577,462,Blog,5447.37
1708,577,18,Reel,2465.38
1709,577,166,Post,5087.22
1710,577,360,Blog,13554.40
1711,577,54,Story,13705.92
1712,578,84,Story,11305.47
1713,578,240,Post,12157.40
1714,578,280,Post,8944.26
1715,579,375,Story,3863.36
1716,579,205,Video,9054.03
1717,579,243,Post,10210.48
1718,579,428,Video,697.92
1719,580,391,Live,1707.04
1720,580,479,Post,11633.68
1721,581,206,Story,13843.07
1722,581,304,Live,14482.01
1723,581,15,Live,3057.09
1724,581,84,Live,11302.57
1725,581,263,Story,9984.76
1726,582,497,Reel,4708.18
1727,583,411,Post,6000.31
1728,583,178,Post,112.56
1729,584,103,Story,4589.11
1730,584,453,Reel,2850.45
1731,585,224,Blog,3746.51
1732,585,47,Blog,8374.69
1733,586,3,Video,1588.71
1734,586,245,Live,10333.12
1735,586,82,Blog,3266.13
1736,587,343,Blog,3716.86
1737,587,193,Reel,5874.85
1738,587,426,Video,11469.36
1739,587,238,Story,6058.27
1740,588,460,Blog,10982.54
1741,588,145,Post,8994.39
1742,588,420,Live,1167.69
1743,589,343,Reel,3403.24
1744,589,380,Live,2754.58
1745,589,497,Story,5600.08
1746,589,301,Video,7571.69
1747,590,313,Live,11300.10
1748,591,331,Story,2157.39
1749,592,23,Video,6587.47
1750,592,109,Video,5822.59
1751,593,218,Video,4735.27
1752,593,78,Blog,12337.00
1753,594,134,Post,2774.82
1754,595,350,Post,12112.81
1755,595,265,Video,10322.38
1756,595,428,Reel,9872.44
1757,595,55,Post,12072.90
1758,596,83,Video,2018.22
1759,597,197,Blog,14402.82
1760,597,352,Post,6394.61
1761,597,233,Reel,4614.02
1762,597,6,Video,11156.77
1763,597,249,Reel,9094.18
1764,598,258,Blog,5092.45
1765,598,191,Live,14579.38
1766,598,400,Reel,11803.87
1767,598,243,Post,8022.50
1768,599,446,Reel,5123.02
1769,599,346,Blog,8893.28
1770,599,41,Story,7771.95
1771,599,77,Live,10941.67
1772,600,223,Reel,1911.12
1773,600,25,Post,6957.74
1774,600,238,Reel,13348.57
1775,600,145,Blog,5602.52
1776,601,173,Reel,8186.95
1777,601,346,Story,4469.27
1778,601,152,Post,361.03
1779,601,393,Video,4535.48
1780,602,306,Reel,5422.94
1781,603,273,Blog,6003.60
1782,604,44,Reel,1978.21
1783,604,274,Story,9530.51
1784,605,458,Post,10365.98
1785,605,141,Story,13789.75
1786,605,177,Blog,12325.24
1787,605,498,Live,6930.45
1788,606,168,Video,670.48
1789,607,371,Post,7738.22
1790,607,327,Blog,1273.60
1791,607,416,Blog,11264.08
1792,607,452,Post,6071.02
1793,607,52,Story,14260.35
1794,608,370,Reel,12569.11
1795,608,335,Post,14480.88
1796,608,381,Story,8606.34
1797,609,316,Story,10444.43
1798,609,264,Reel,5676.12
1799,609,277,Post,3306.62
1800,610,141,Story,4225.12
1801,610,383,Blog,781.56
1802,610,353,Post,13655.22
1803,610,399,Blog,4345.20
1804,611,209,Story,378.91
1805,612,337,Post,9026.28
1806,612,67,Blog,4840.57
1807,612,141,Story,3449.89
1808,612,137,Blog,4936.67
1809,613,314,Video,10949.64
1810,614,424,Live,4998.41
1811,614,236,Post,7186.48
1812,614,302,Live,287.25
1813,614,216,Video,4862.68
1814,614,326,Post,2361.50
1815,615,108,Blog,5911.91
1816,615,273,Post,580.77
1817,615,358,Live,14519.08
1818,615,88,Blog,7349.42
1819,616,43,Live,5600.95
1820,616,107,Video,11287.78
1821,616,383,Post,10150.07
1822,617,80,Live,8815.56
1823,618,181,Reel,11295.69
1824,618,290,Video,8390.95
1825,618,221,Post,14846.24
1826,618,213,Post,13825.53
1827,618,392,Story,5738.59
1828,619,50,Post,3352.75
1829,620,293,Video,2761.47
1830,621,393,Blog,14685.56
1831,621,399,Live,6186.89
1832,622,215,Live,4255.31
1833,622,462,Video,9491.11
1834,623,258,Post,3453.98
1835,623,275,Post,7473.01
1836,623,273,Post,4365.62
1837,624,81,Post,4397.28
1838,624,474,Live,12465.01
1839,624,448,Post,9877.24
1840,624,91,Blog,13618.49
1841,625,298,Post,6213.38
1842,625,335,Blog,532.71
1843,625,215,Story,2164.72
1844,625,499,Live,7600.08
1845,626,307,Live,11009.01
1846,627,167,Live,3824.12
1847,628,321,Video,438.52
1848,628,242,Live,13264.34
1849,628,351,Blog,5901.16
1850,628,47,Live,12965.23
1851,628,488,Story,6920.76
1852,629,90,Blog,13828.65
1853,629,242,Video,2076.49
1854,630,458,Reel,3184.41
1855,631,236,Post,14846.73
1856,631,126,Story,14594.80
1857,631,351,Live,9656.55
1858,631,309,Live,12584.34
1859,632,126,Blog,14440.86
1860,632,237,Reel,11254.27
1861,633,444,Post,1148.45
1862,633,267,Post,14367.86
1863,633,241,Blog,8106.39
1864,633,442,Blog,11671.29
1865,634,366,Blog,990.82
1866,634,13,Post,12441.79
1867,634,225,Blog,11554.55
1868,634,247,Video,6051.50
1869,634,424,Live,9476.10
1870,635,220,Story,12721.35
1871,635,404,Live,11328.31
1872,635,64,Reel,10857.71
1873,635,54,Video,6252.11
1874,636,73,Post,3230.27
1875,636,468,Reel,5017.38
1876,636,125,Blog,1203.64
1877,637,386,Video,4499.85
1878,637,126,Post,5026.85
1879,637,388,Post,10523.47
1880,637,134,Live,4201.95
1881,638,390,Story,2305.56
1882,639,14,Video,8496.74
1883,639,114,Blog,4439.15
1884,639,451,Blog,2458.71
1885,640,244,Blog,4493.71
1886,640,366,Blog,12097.46
1887,640,226,Story,2283.24
1888,641,440,Blog,3495.98
1889,641,197,Story,8790.13
1890,641,132,Story,8805.10
