collaboration_id,platform_id,metric_date,impressions,clicks,likes,shares,comments
457,2,2024-05-22,373002,1046,43697,2272,170
458,1,2024-07-18,176847,12062,6537,666,674
458,1,2024-10-10,198561,7632,33102,655,507
458,1,2024-01-11,184113,264,8933,1080,2183
458,1,2024-11-07,85400,1290,31279,2396,2786
458,1,2024-11-25,177976,19306,23394,1395,2159
459,4,2024-08-14,409362,13812,32166,3949,1122
459,4,2024-04-04,108649,6937,20893,2175,893
459,4,2024-04-29,430373,15018,12712,1096,2935
459,4,2024-08-16,273145,7126,39870,3431,2374
460,4,2024-02-10,432970,11345,7874,341,53
460,4,2024-03-12,199391,96,32124,3617,681
460,4,2024-02-06,135483,6397,41188,2064,2859
460,4,2024-09-27,202542,18703,43708,3139,1411
460,2,2024-09-11,36300,11885,23391,3907,1023
460,2,2024-02-28,14312,11718,11925,40,2300
460,2,2024-10-19,293803,6424,4322,4560,1861
460,2,2024-04-26,16397,18673,23711,428,1955
461,5,2024-04-17,441581,7682,30640,3685,937
461,5,2024-02-24,68751,15658,12663,2259,355
461,5,2024-06-10,271658,11187,3416,1314,2808
461,5,2024-12-22,238457,12276,39780,224,2157
461,5,2024-03-21,216493,17879,46965,156,6
461,5,2024-11-12,31324,15518,9909,1420,117
461,5,2024-10-20,344018,15699,5626,1288,501
461,4,2024-10-26,443664,9201,22782,1479,1009
461,4,2024-11-02,337711,10645,37400,3392,159
461,4,2024-03-10,123486,6921,4970,2690,2547
461,4,2024-11-18,271082,15272,23018,946,1890
461,4,2024-07-07,234059,1018,12986,1375,810
461,4,2024-01-13,429918,18098,34487,4415,237
461,4,2024-08-16,453340,149,39679,2323,279
462,5,2024-06-21,6679,5597,48149,2296,503
462,5,2024-04-24,489532,837,3115,3639,2107
462,5,2024-11-18,286897,13917,32380,2868,2117
462,5,2024-12-27,410162,15929,21299,2795,2801
462,5,2024-10-08,177753,210,38545,2780,2360
462,5,2024-02-24,159705,11035,2854,2435,2538
463,2,2024-03-31,473018,8179,25643,3382,2552
463,2,2024-05-30,355524,12939,8414,3653,734
463,2,2024-09-15,225549,11162,6870,4430,516
463,2,2024-12-03,290663,8910,43423,2658,193
463,2,2024-12-20,361616,8545,26333,1202,439
463,4,2024-07-16,137229,6386,19421,4959,829
463,4,2024-10-21,474588,9439,7017,3492,2933
463,4,2024-07-14,235974,8452,2226,3622,2282
463,4,2024-12-16,293967,13795,36968,4189,2857
463,4,2024-07-07,279892,10360,29293,2222,2546
463,4,2024-02-13,394470,2869,3608,3243,2649
464,5,2024-08-22,336624,5005,28131,2378,380
464,5,2024-09-16,235170,7788,42832,4748,1848
464,5,2024-10-04,320918,10438,14226,3728,1941
464,5,2024-01-30,38500,5296,18297,4715,876
464,5,2024-03-01,226552,8765,23385,4900,2141
464,5,2024-03-21,486149,8526,16207,3597,2243
464,3,2024-05-18,231394,139,19214,326,1981
464,3,2024-11-18,309400,6633,25522,2827,284
464,3,2024-09-19,439854,14699,24492,3231,2380
465,1,2024-08-09,472325,19366,9176,416,908
465,1,2024-12-09,497813,5261,30807,1711,1407
465,1,2024-09-13,62266,4669,23898,3194,1986
465,1,2024-04-07,38440,5106,16359,44,115
465,4,2024-06-23,240537,16628,37785,2863,2409
465,4,2024-02-29,193128,7721,9327,2503,748
465,4,2024-06-25,407134,12775,24976,166,33
465,4,2024-10-27,283433,77,21895,4028,2207
465,4,2024-04-22,214023,19899,3056,1688,131
465,4,2024-04-18,473341,8853,4825,2019,2613
465,4,2024-08-01,177907,6244,8222,4824,2116
466,4,2024-08-10,384423,17617,17525,4937,1822
466,4,2024-08-14,428511,954,48288,4087,183
466,4,2024-08-08,23556,865,32714,2236,1550
466,4,2024-02-23,436479,9159,15733,2032,1828
466,4,2024-01-21,27176,9152,48084,4848,329
466,5,2024-06-07,468027,9346,12938,3179,2298
466,5,2024-08-13,43726,12553,15651,4131,2882
466,5,2024-08-24,229437,6159,5229,2935,1962
466,5,2024-12-31,257292,9914,437,2667,1049
466,5,2024-07-14,437410,16486,28677,3520,504
466,5,2024-09-30,78745,9568,49857,4422,2972
467,3,2024-06-06,35663,9030,11193,4011,2077
467,3,2024-07-05,463120,7713,41171,525,1031
467,3,2024-02-27,381024,19853,33002,4105,1930
467,3,2024-04-01,219791,6840,46482,2120,2815
467,3,2024-10-23,90690,2742,41513,1324,563
467,3,2024-04-19,374714,7219,37794,4799,2151
468,6,2024-03-03,165149,18504,1590,122,1893
468,6,2024-12-24,431570,4077,13898,1140,2715
468,6,2024-05-15,484415,11555,27549,3719,1983
469,5,2024-07-05,435684,8763,7269,3811,2667
469,5,2024-12-23,199661,12848,493,2435,1297
469,5,2024-08-03,287839,19353,15147,4729,351
470,2,2024-07-24,359963,10211,24316,3610,2679
470,2,2024-07-25,258213,14799,49302,3277,1530
470,2,2024-09-01,377765,14239,25252,3288,1035
470,4,2024-07-20,25072,18470,23150,1034,39
470,4,2024-09-14,352409,11257,42022,1149,2405
470,4,2024-08-13,163475,10848,21044,1520,294
470,4,2024-09-11,191213,2082,18872,4700,2557
470,4,2024-10-06,272819,16273,34712,1105,2435
470,4,2024-10-17,263314,16029,9440,3839,1481
471,2,2024-05-21,74814,5509,354,3536,320
471,2,2024-12-18,367413,18203,23741,337,1701
471,2,2024-11-08,89716,19544,35171,3834,2787
471,2,2024-05-01,338851,17292,28328,2262,147
471,2,2024-02-05,199678,15744,9184,2505,1704
472,3,2024-04-13,306766,1276,16135,1333,364
472,3,2024-05-12,130089,1872,12742,733,2233
472,3,2024-12-24,100071,18618,15697,1985,86
472,3,2024-02-13,57382,3721,33342,2158,2743
472,3,2024-01-15,210468,11638,16518,4115,2183
472,3,2024-06-19,180403,17189,32676,2624,1526
472,4,2024-12-22,152307,11698,10088,4670,1613
472,4,2024-02-24,180646,2501,18149,1584,1692
472,4,2024-11-09,240340,8338,22734,3730,2902
472,4,2024-09-27,111188,10449,4804,3716,2347
473,2,2024-04-12,341374,16488,29932,734,2694
473,2,2024-05-04,172560,11489,26075,3480,2534
473,2,2024-08-11,460178,8158,43090,1670,2227
473,2,2025-01-02,422873,18897,23321,4405,1796
473,2,2024-12-10,131748,2287,30437,4378,581
473,2,2024-06-21,495716,12733,3038,1009,2462
473,2,2024-11-16,393701,19158,7294,3545,533
473,3,2024-08-05,490327,19801,20118,3859,1729
473,3,2024-12-27,498037,5558,38821,1610,1616
473,3,2024-12-18,491159,17635,18639,1130,1772
473,3,2024-09-28,451390,11908,7692,3980,2421
473,3,2024-08-26,100764,14274,31578,4630,2982
474,4,2024-01-25,47924,178,8622,4055,320
474,4,2024-11-07,398435,1954,44573,2567,2955
474,4,2024-12-14,453419,4218,621,1544,2216
474,4,2024-12-07,238629,5255,6639,1058,513
474,4,2024-07-10,334440,2515,37525,344,2601
474,4,2024-05-25,471854,11579,47937,3140,707
474,4,2024-06-11,428061,8919,27363,1503,621
475,1,2024-02-18,205332,11079,27884,3347,894
475,1,2024-11-20,415731,7777,39458,1742,2782
475,1,2024-07-01,19620,17152,10231,2363,777
475,5,2024-07-15,67727,10635,15796,4416,379
475,5,2024-05-22,8098,7751,3546,4056,1290
475,5,2024-06-11,495637,19556,49622,4322,1167
475,5,2024-02-06,353116,9017,10491,507,583
476,6,2024-09-27,156489,6263,49380,2843,206
476,6,2024-09-07,147311,12143,979,4922,874
476,6,2024-05-08,494201,6082,33813,448,2398
476,6,2024-11-26,493467,18564,39882,3819,105
476,6,2024-03-16,139435,8891,286,2481,833
477,4,2024-01-13,476185,444,30704,3971,399
477,4,2024-12-09,292665,5748,15470,2696,2882
477,4,2024-12-21,127129,4284,49607,4010,1949
478,4,2024-09-07,229176,11669,22518,2112,1810
478,4,2024-07-23,34511,14388,8371,3640,1467
478,4,2024-09-02,497007,7430,22151,2630,1274
478,4,2024-10-15,486385,3547,18910,3840,403
479,3,2024-07-18,213511,14074,6960,2786,2803
479,3,2024-05-07,304638,7165,37850,1049,2492
479,3,2024-05-18,94469,15210,46416,422,573
479,3,2024-02-08,181770,1979,42082,809,855
479,4,2024-04-23,334255,8227,37345,419,1793
479,4,2024-03-22,248252,17731,40205,2712,2070
479,4,2024-04-04,467975,9487,29289,3881,778
479,4,2024-11-09,453773,1472,14516,3690,463
480,4,2024-02-26,78114,14520,22747,4915,997
480,4,2024-10-18,365833,11932,20677,3789,2740
480,4,2024-02-16,498015,9481,11876,695,371
480,4,2024-08-06,493546,6176,11647,280,2897
480,4,2024-07-23,449487,10706,39223,732,192
480,4,2024-01-07,376488,9097,16507,1558,1618
480,4,2024-05-14,460065,7114,25739,2192,1193
481,6,2024-04-17,432362,5304,49099,4620,1718
481,6,2024-10-29,49208,8336,9687,1285,2831
481,6,2024-12-30,4408,1897,30398,1235,681
481,6,2024-08-17,209152,16441,15691,2619,648
481,6,2024-08-28,267159,1588,41134,4160,1831
481,4,2024-06-12,351067,15857,7004,466,2469
481,4,2024-04-22,99252,17758,49221,3053,898
481,4,2024-01-23,7978,1478,38565,360,250
481,4,2024-12-09,222271,6987,41588,1156,1406
481,4,2024-09-24,383693,13947,42326,3903,1831
481,4,2024-06-23,149233,13238,24257,4523,1697
481,4,2024-03-08,251861,5479,36254,2536,1899
482,1,2024-05-03,152173,9035,27630,1779,907
482,1,2024-04-05,373655,9455,24838,2902,2661
482,1,2024-12-11,217088,17363,18710,537,1373
482,4,2024-07-29,385771,6626,21846,996,1911
482,4,2024-06-10,260064,6735,20580,561,2113
482,4,2024-07-08,57241,16424,25974,4665,2768
482,4,2024-07-19,188706,18607,23683,4755,1677
482,4,2024-06-20,414199,13545,856,347,2628
483,3,2024-12-27,115281,14720,48785,2583,633
483,3,2024-04-04,299013,12998,48314,2233,2117
483,3,2024-05-13,334695,4626,5815,76,2314
483,3,2024-03-25,96975,4240,21399,763,1092
483,2,2024-06-29,252135,19313,41573,3021,2955
483,2,2024-04-12,238085,4324,15093,3975,1629
483,2,2024-08-01,24131,8996,4623,2337,594
483,2,2024-08-10,161396,7062,3792,1519,2539
483,2,2024-09-02,24742,17912,5107,1812,1998
484,3,2024-04-01,310006,18385,9384,1003,71
484,3,2024-11-14,409005,6613,23734,1222,1280
484,3,2024-12-11,100215,19911,10045,1366,2492
484,3,2024-11-25,194109,1129,5728,2508,2330
484,6,2024-03-09,292524,8579,1706,3780,1776
484,6,2024-12-13,339405,19437,21553,1628,2476
484,6,2024-01-30,483446,17933,30690,4416,875
484,6,2024-12-06,344575,9685,49281,4091,1655
484,6,2024-08-26,360705,837,3326,3595,2076
484,6,2024-03-25,163398,9993,26194,3535,1611
485,2,2024-11-07,162299,18465,14577,3539,2807
485,2,2024-01-04,357019,18566,41565,2538,866
485,2,2024-09-24,214658,16616,10435,2921,2990
485,2,2024-01-12,278046,10764,22010,4750,745
485,2,2024-06-24,413182,14047,10854,4681,1957
485,2,2024-04-09,198158,12512,37094,1203,868
485,6,2024-06-16,235342,5254,32001,2012,2593
485,6,2024-06-05,376854,13578,35438,4967,2919
485,6,2024-03-27,248790,1847,47717,2220,1919
485,6,2024-04-03,101392,7945,16631,2064,1768
486,5,2024-07-22,55736,1556,23192,825,1226
486,5,2024-11-03,382636,12709,5727,4484,202
486,5,2024-07-14,456677,16866,25972,1387,2061
486,5,2024-10-11,202934,17087,45603,4279,1933
486,5,2024-11-15,89319,8957,16452,4953,1048
486,5,2024-01-15,395766,8104,44606,2955,346
487,1,2024-08-06,326388,10667,27364,715,945
487,1,2024-12-08,157626,8998,3113,4604,2217
487,1,2024-04-28,365091,7761,6681,4465,1019
487,1,2024-10-08,15001,4024,25919,4750,785
487,1,2024-05-21,246347,13839,38408,563,558
487,1,2024-12-01,437011,6717,32402,4050,2472
487,1,2024-05-12,331660,18106,184,750,2763
488,3,2024-03-22,488287,961,5061,3163,885
488,3,2024-02-20,263259,12077,11851,259,29
488,3,2024-11-19,80867,7929,38036,819,1495
488,3,2024-03-21,113876,2448,12799,1990,1622
488,1,2024-12-13,35400,9588,349,4868,2271
488,1,2024-04-01,42206,5553,31817,377,756
488,1,2024-05-07,64564,18048,39011,3498,1987
488,1,2024-04-08,18831,3733,12018,2853,2480
489,1,2024-05-05,51714,15008,31877,2628,1638
489,1,2024-10-22,366184,500,541,51,2832
489,1,2024-02-25,344515,19115,41897,653,1901
490,1,2024-06-24,442419,7015,49690,1431,1209
490,1,2024-06-08,278162,7863,16884,1796,2095
490,1,2024-09-05,60128,12263,4796,2565,1171
490,1,2024-09-12,160116,14315,40584,949,470
490,1,2024-08-30,328890,1969,46923,4530,1857
490,1,2024-01-11,70426,15864,9246,4371,768
491,3,2024-05-10,28407,1576,40874,1949,2695
491,3,2024-09-24,5570,17918,47680,1660,1164
491,3,2024-11-19,374525,18658,42072,939,737
492,5,2024-03-26,59878,12516,43681,108,107
492,5,2024-07-11,451975,19720,46572,1763,733
492,5,2024-05-17,366397,2542,35837,1917,573
492,5,2024-12-18,386390,11528,12278,3698,1579
493,4,2024-07-03,77861,1456,10779,728,907
493,4,2024-02-28,52261,14358,30656,4625,1423
493,4,2024-05-30,87334,17388,48861,1767,690
493,4,2024-07-19,259554,920,6682,688,1647
493,2,2024-09-15,58599,3750,28407,3841,2204
493,2,2024-07-30,386824,4496,39207,62,740
493,2,2024-06-14,50753,10964,12403,4159,1631
493,2,2024-05-14,395819,5597,28361,3629,962
493,2,2024-01-13,89960,5657,2703,4702,1229
493,2,2024-02-17,253902,11125,13708,194,1163
494,2,2024-07-03,415705,6517,5115,4988,2142
494,2,2024-05-24,409080,2483,4004,2812,117
494,2,2024-08-19,169505,10526,202,4327,1067
494,4,2024-06-12,86387,17998,19114,3387,2009
494,4,2024-08-17,33155,7674,32573,4135,1031
494,4,2024-08-13,237522,16176,3274,61,2295
494,4,2024-12-04,381173,7495,1582,3687,1613
494,4,2024-05-23,346466,9687,2673,2788,2093
494,4,2024-05-03,169284,10787,47077,68,349
494,4,2024-09-17,473811,5404,28988,1373,1866
495,2,2024-08-14,127574,4557,35976,1540,2318
495,2,2024-01-15,62263,17978,15513,1073,49
495,2,2024-07-05,57091,2998,49274,1296,263
495,2,2024-04-11,134517,957,28025,1606,1575
495,2,2024-10-04,16770,2441,40528,4891,166
495,2,2024-07-10,15950,5907,19877,344,1648
495,2,2024-06-16,34167,2217,44228,3847,2618
495,6,2024-08-31,420964,2594,47151,731,1892
495,6,2024-01-27,350878,12923,17824,4434,1445
495,6,2024-08-15,297635,14324,33467,4560,1666
495,6,2024-04-12,331197,2984,10746,2090,234
495,6,2024-08-21,387569,19847,1684,2527,2604
496,3,2024-10-05,359500,2679,16181,4448,2698
496,3,2024-09-24,63661,18975,4122,1023,413
496,3,2024-05-22,430912,11036,45820,3338,2052
496,3,2024-12-24,211325,15278,28798,3413,296
496,3,2024-10-30,451655,11136,8500,2200,2317
496,2,2024-01-15,51058,15907,2586,4660,632
496,2,2024-02-19,236351,13883,20111,2717,312
496,2,2024-09-06,456631,15342,49731,333,533
496,2,2024-03-22,349403,6788,36410,39,1035
496,2,2024-12-30,184004,7586,20040,3708,2072
496,2,2024-03-29,231411,15137,43094,1118,1326
497,2,2024-03-17,31600,11627,41718,4822,2644
497,2,2024-12-20,96227,17486,17578,4298,2315
497,2,2024-10-13,249170,7774,23672,4117,2048
497,2,2024-04-02,240927,5666,40622,4983,783
498,5,2024-11-17,380479,11173,45943,3876,2808
498,5,2024-11-18,8834,5404,45907,2093,127
498,5,2024-11-11,127733,18902,32996,3289,2732
498,5,2024-08-07,102971,19921,34666,2530,1578
499,5,2024-09-30,150445,8784,8898,3731,1022
499,5,2024-10-27,292652,7669,20942,3223,2778
499,5,2024-06-28,69113,7906,39535,639,2270
499,5,2024-10-13,218765,14925,26589,1365,642
499,5,2024-09-03,131010,10977,14824,1927,1281
500,3,2024-07-18,331204,5228,3734,859,1688
500,3,2024-08-06,102438,8105,17735,489,482
500,3,2024-05-16,362865,4414,6050,3072,1636
501,4,2024-05-10,463047,11301,11633,3409,872
501,4,2024-07-25,90324,17357,36507,3442,750
501,4,2024-04-23,102714,11991,30135,268,1165
501,4,2024-05-24,140141,11971,23824,965,2677
501,2,2024-04-14,142527,9568,9683,693,322
501,2,2024-02-24,245441,11175,17406,4722,1090
501,2,2024-06-01,298101,10943,31359,2371,687
501,2,2024-02-14,331732,18210,34860,2456,740
501,2,2024-11-20,403297,9888,24839,1951,2076
502,1,2024-07-06,39608,5339,40927,916,508
502,1,2024-07-28,143688,16142,42083,1427,1035
502,1,2024-12-06,203606,9496,11697,4810,2447
503,5,2024-08-14,91479,8346,28926,1678,1328
503,5,2024-04-20,342238,17361,32525,3074,2647
503,5,2024-10-20,426212,3924,23631,1969,13
503,5,2024-02-04,244145,10407,7843,2143,1514
503,5,2024-12-03,39975,17385,14463,2282,1971
503,5,2024-10-23,93520,7737,3222,2787,1911
503,5,2024-10-18,90423,8572,21282,1615,317
504,1,2024-09-14,48624,4647,16479,3318,1233
504,1,2024-05-03,389934,15726,35096,3150,693
504,1,2024-06-08,108287,1604,41690,586,1105
505,3,2024-01-07,223728,13836,48289,4841,1599
505,3,2024-02-29,380815,917,24777,4878,2571
505,3,2024-08-01,127558,14660,20314,4978,424
505,3,2024-03-19,419395,2142,34034,4027,2453
505,3,2024-12-28,330185,1261,25311,2775,41
505,3,2024-08-10,41146,8774,28719,689,1438
506,5,2024-01-05,54174,3571,10823,2613,14
506,5,2024-03-13,381734,6309,5364,3407,185
506,5,2024-01-03,477483,8383,49938,436,771
506,5,2024-09-06,87037,18331,40726,4437,1707
506,5,2024-09-22,119427,4429,7423,1419,251
506,5,2024-10-15,205554,2669,17349,4494,1214
506,5,2024-03-19,195496,1252,30313,3241,1564
507,4,2024-11-05,427487,14882,33142,2145,676
507,4,2024-01-18,488840,2070,42453,557,1176
507,4,2024-02-15,146390,8887,8970,2113,1611
507,4,2024-01-11,336903,15637,14633,4005,699
507,4,2024-05-10,370414,17523,27760,559,2947
507,4,2024-07-05,303965,12115,11148,4255,2891
507,4,2024-06-19,388403,19677,46474,4917,1124
508,6,2024-06-14,346371,15468,45743,3583,878
508,6,2024-09-08,368721,19999,33049,1401,2434
508,6,2024-04-29,15554,11191,20633,4092,1962
508,6,2024-10-24,246511,19737,42059,4384,860
508,6,2024-07-22,233062,14289,1069,3847,1282
508,6,2024-11-21,52774,1372,24210,4810,899
508,2,2024-05-19,383106,17596,6804,2597,23
508,2,2024-05-24,429004,7582,37372,461,973
508,2,2024-06-25,424380,14259,48662,213,551
508,2,2024-10-01,186918,18122,41492,3362,2540
508,2,2024-11-23,201337,13993,46998,128,2533
508,2,2024-08-07,111375,11755,20166,3838,1613
508,2,2024-01-15,475900,15980,21437,675,707
509,5,2024-01-30,46953,16447,19098,1066,1600
509,5,2024-03-26,348252,4531,24913,2551,2689
509,5,2024-05-28,480158,3450,34527,196,540
510,2,2024-06-25,305859,9663,4020,4115,1434
510,2,2024-11-07,332480,7722,21109,3325,1534
510,2,2024-05-05,176852,5210,18145,2005,1932
510,2,2024-08-23,400943,19406,21712,316,1836
510,2,2024-08-05,483446,11929,21181,3763,920
511,3,2024-05-09,294169,11604,47702,1272,1357
511,3,2024-02-09,89871,5638,21719,4517,1194
511,3,2024-08-04,240605,19467,41987,425,342
511,3,2024-12-06,258331,10687,11164,1297,1972
511,3,2024-11-01,394509,5789,40738,2247,2309
511,3,2024-12-22,399370,14078,21509,1332,861
512,3,2024-07-22,260730,8399,44505,4795,2314
512,3,2024-11-12,28148,4709,3976,1840,2727
512,3,2024-09-23,178453,8871,2523,3590,8
512,3,2024-02-03,294243,8642,49811,739,1407
512,3,2024-10-23,375103,2741,8477,2322,592
512,3,2024-08-05,296320,10531,30817,2627,911
512,3,2024-12-27,285375,11214,4564,1657,2772
513,5,2024-09-03,197168,8165,21899,1324,2524
513,5,2024-05-26,219248,2354,20496,1076,2966
513,5,2024-08-12,392582,5541,1456,2226,248
513,5,2024-09-21,186185,4661,1499,3264,1012
513,5,2024-04-18,138629,13406,5025,569,2164
513,5,2024-11-07,261689,17272,32537,1552,1843
513,5,2024-03-20,273800,5933,42674,3137,1435
514,4,2024-04-06,346011,7210,45350,4163,173
514,4,2024-05-27,54192,2211,31550,701,1580
514,4,2024-01-27,129060,6680,48394,1900,255
514,4,2024-09-18,427900,12295,19158,2309,360
514,4,2024-10-01,341342,9925,16400,3442,2678
514,4,2024-08-13,28927,5972,44396,135,2587
514,4,2024-11-11,481812,6577,5742,1827,1935
515,2,2024-10-03,25812,5238,44866,552,133
515,2,2024-10-25,126483,13665,31849,3389,2047
515,2,2024-08-24,411081,15247,29843,1972,1709
515,2,2024-06-27,401708,14996,24768,2553,1467
515,2,2024-07-01,157154,10890,40497,481,857
515,2,2024-05-13,472104,16573,7293,2715,2855
515,2,2024-05-14,106428,11788,48466,914,446
516,4,2024-03-12,200682,6745,37660,2586,1526
516,4,2024-04-16,123728,1665,35246,1113,792
516,4,2024-12-21,131304,6229,42811,678,847
517,2,2024-12-13,391203,2338,20433,4265,1294
517,2,2024-06-22,391992,983,30472,192,591
517,2,2024-07-13,131781,618,28352,1140,1735
517,2,2024-01-11,202616,14468,18474,874,1315
517,2,2024-11-23,65142,9780,20064,4158,1960
518,5,2024-03-21,56788,13814,18750,4612,1007
518,5,2024-05-11,347003,4500,29728,4747,1862
518,5,2024-05-09,29090,5760,38246,2314,224
518,5,2024-08-14,297658,10771,31355,1388,1417
518,5,2024-03-30,350040,1150,10363,1880,1484
518,5,2024-09-21,325560,6808,29780,3790,462
519,5,2024-07-10,286865,5972,35223,2171,2178
519,5,2024-10-14,316428,2823,38810,4833,1234
519,5,2024-11-06,188319,2755,25201,2739,2564
519,5,2024-10-28,35742,19185,18137,2573,1617
519,3,2024-06-01,227285,8288,21095,1187,980
519,3,2024-10-27,3595,1038,16926,599,1522
519,3,2024-03-29,159442,5168,48357,4316,1543
519,3,2024-09-13,282747,12025,21672,2099,2027
519,3,2024-01-09,413357,2315,32936,4821,1929
520,2,2024-11-02,360944,11409,2982,1028,2810
520,2,2024-06-04,197501,14842,2880,1876,1739
520,2,2024-09-09,75605,11312,2943,1055,2067
520,2,2024-12-26,15106,1927,45327,2541,2733
520,2,2024-02-13,242420,15895,46631,270,2606
520,2,2024-09-15,127017,8892,45974,3473,180
520,4,2024-02-24,217348,3252,14550,2446,56
520,4,2024-09-07,308469,4228,44937,724,1583
520,4,2024-05-19,184027,15825,21238,1458,2003
520,4,2024-06-28,151799,5921,47055,4124,2919
521,6,2024-03-05,399106,18450,49473,3278,2011
521,6,2024-12-18,471894,16503,22210,744,1459
521,6,2024-12-16,27883,13907,25671,4273,2086
521,6,2024-02-08,182703,11799,48704,3839,454
522,6,2024-07-05,438726,13677,44420,3416,336
522,6,2024-08-04,217860,18389,38189,2475,181
522,6,2024-10-18,126074,13831,48937,1962,1594
522,6,2024-05-11,214059,513,22419,4663,1522
522,6,2024-06-13,63109,13593,7669,592,902
523,2,2024-10-27,175728,13659,12342,1539,544
523,2,2024-05-14,475661,12221,4921,4189,613
523,2,2024-07-12,207555,19939,26512,556,2435
523,2,2024-03-09,43242,4811,42054,3524,2329
524,1,2024-06-08,293075,12758,38023,3987,2271
524,1,2024-06-05,276062,15835,37455,4162,2575
524,1,2024-11-08,214594,6544,5618,4687,1745
524,1,2024-04-27,31147,11437,10649,4057,2573
524,1,2024-01-31,136747,6763,25502,4680,755
524,1,2024-04-07,399964,11438,36952,648,1733
525,2,2024-03-09,123739,191,7927,1103,1982
525,2,2024-05-25,213028,19265,47116,86,458
525,2,2024-09-08,205209,6728,7102,4968,375
525,2,2024-10-22,433297,16512,27899,2001,1916
525,2,2024-12-19,342118,606,34381,2977,2738
525,1,2024-04-25,426381,12774,320,3446,619
525,1,2024-03-30,101503,445,27111,1549,1431
525,1,2024-08-03,247151,6802,42049,2895,2013
525,1,2024-08-23,196433,12881,40684,2375,685
525,1,2024-11-11,273568,10188,4282,20,1225
526,4,2024-12-29,19025,7163,48821,1310,1925
526,4,2024-04-15,10181,7193,49339,1049,1268
526,4,2024-09-27,91786,14615,19992,3125,852
526,5,2024-03-06,358856,7562,22413,3389,336
526,5,2024-03-01,292417,16920,45282,1244,57
526,5,2024-05-06,438178,17746,246,3521,2759
526,5,2024-12-29,377921,19143,21625,4146,2733
526,5,2024-08-03,73239,2248,36873,2748,823
527,6,2024-12-29,54488,3126,43012,1345,2063
527,6,2024-02-11,245149,15923,39541,250,861
527,6,2024-11-24,205657,13940,25257,3226,941
527,4,2024-11-29,378009,10002,31497,1440,2082
527,4,2024-02-08,341310,8119,10408,3397,1341
527,4,2024-10-26,270729,9221,22068,88,793
527,4,2024-04-15,359044,16150,40079,408,2942
527,4,2024-04-02,350642,19750,18254,257,926
527,4,2024-09-13,189886,7216,22642,1626,2734
528,5,2024-12-03,105813,5138,46592,2060,1409
528,5,2024-03-06,443745,14737,45162,2708,1703
528,5,2024-08-21,435904,3265,38175,2809,199
528,4,2024-01-28,194042,13249,32884,3730,2280
528,4,2024-02-02,239617,2247,8274,3265,1355
528,4,2024-03-20,149418,9621,35538,4949,300
528,4,2024-09-16,186905,5292,47427,4915,2074
529,5,2024-09-16,264104,5595,290,609,1348
529,5,2024-03-03,145485,19288,30622,3623,2039
529,5,2024-08-01,141138,18870,5879,2020,1643
529,5,2024-02-16,214519,11585,28896,3395,1423
529,6,2024-09-17,473526,5506,8803,3173,449
529,6,2024-10-18,344177,10791,43057,2207,2906
529,6,2024-10-17,349890,826,8617,4614,1253
530,3,2024-06-12,240633,15787,26852,3241,319
530,3,2024-05-02,482088,17821,35160,3584,1410
530,3,2024-11-18,178724,589,48316,283,2901
530,3,2024-10-28,446572,3012,45737,3015,2439
530,3,2024-06-30,378125,13166,48842,3638,2116
530,5,2024-03-13,496523,6875,37013,2991,2426
530,5,2024-04-07,201629,550,7699,4749,1171
530,5,2024-02-16,81363,15112,2041,3405,1573
530,5,2024-02-27,295108,10771,44027,1887,1683
531,2,2024-12-27,278924,16195,35085,345,1800
531,2,2024-03-11,875,4632,1934,1835,2601
531,2,2025-01-01,113045,18091,36017,825,278
531,5,2024-01-06,398094,18984,40518,3502,1627
531,5,2024-09-02,225215,7253,29054,1347,76
531,5,2024-04-14,339645,14592,14680,2423,1029
531,5,2024-09-17,117829,12348,23727,3449,1983
532,2,2024-08-23,336358,3347,37995,25,1428
532,2,2024-07-27,346190,10731,32167,2356,798
532,2,2024-10-30,214429,16077,31376,283,1306
532,1,2024-07-19,429734,14814,13217,4928,1004
532,1,2024-02-09,206267,8283,47596,4895,28
532,1,2024-10-31,496619,11247,17760,3492,2256
532,1,2024-12-03,279777,16275,48937,1979,2948
532,1,2024-12-08,26755,11642,33943,4122,1761
533,1,2024-03-04,30978,5320,21690,1744,392
533,1,2024-03-11,309723,5820,27713,3442,528
533,1,2024-06-12,143170,16281,33347,403,2816
533,1,2024-01-20,295962,10790,33825,428,1257
533,1,2024-01-12,445838,3019,19289,3167,505
533,1,2024-06-15,319474,15347,48088,111,172
534,3,2024-04-17,272633,16645,21016,2115,1612
534,3,2024-08-14,481625,7645,41370,2536,2988
534,3,2024-09-13,148903,8045,26367,4694,955
534,3,2024-10-23,334066,1112,36367,4956,1136
534,3,2024-02-27,110950,3566,37672,4356,1307
534,3,2024-10-26,198661,16362,4465,4294,902
534,1,2024-02-25,105948,484,22977,2411,520
534,1,2024-12-05,284435,8344,42939,1439,1473
534,1,2024-11-20,36027,3443,5704,4780,2692
534,1,2024-01-25,103427,11629,39427,2464,63
535,4,2024-05-30,87559,18970,18556,521,748
535,4,2024-06-10,296574,14745,40757,4835,153
535,4,2024-12-17,120178,4621,16211,4574,2226
535,4,2025-01-01,235201,13771,30717,3193,1767
535,4,2024-01-23,332246,12739,10864,4294,2369
535,4,2024-06-17,470405,2377,13269,2542,73
