collaboration_id,platform_id,metric_date,impressions,unique_reach,clicks,likes,shares,comments,leads,conversions,revenue_generated,is_verified,lead_quality_score
154,2,2023-05-08,322604,184463,4609,52436,7100,3718,1202,,,True,57
154,2,2023-05-25,198185,110391,18482,6745,9358,960,4995,,,True,28
154,2,2023-04-10,331357,234134,29248,58255,6503,3240,2037,,,True,41
154,2,2023-04-22,470955,339790,66326,88888,18562,5404,11781,,,True,50
154,2,2023-06-01,240056,152972,5432,36515,5983,2920,522,,,True,39
155,1,2023-04-03,228954,144213,7505,28527,5586,3629,514,,,True,33
155,1,2023-04-20,462734,392727,61887,68017,8771,12758,4722,,,True,55
155,1,2023-03-27,154456,102227,19566,2876,3447,2420,992,,,True,29
155,1,2023-06-01,443294,359464,35273,4438,12922,12503,2202,,,True,33
155,1,2023-05-30,485645,369691,28120,30241,1743,2903,7221,,,True,22
155,1,2023-05-06,246916,209277,19860,45608,7639,6601,5389,,,False,56
155,1,2023-04-02,47140,32792,4774,8643,1240,267,551,,,True,57
155,3,2023-05-08,485044,402280,57303,5426,2051,11545,16373,,,True,27
155,3,2023-03-25,497939,282680,13077,40154,522,3068,2170,,,True,20
155,3,2023-05-04,344924,198625,12427,8749,15219,7785,1327,,,True,32
155,3,2023-05-24,299088,176715,4826,29266,12164,5448,1062,,,True,31
156,4,2023-03-27,373466,242068,19056,61262,2950,6519,3183,,,True,85
156,4,2023-05-19,112350,90954,7605,3930,1527,3228,1836,,,True,58
156,4,2023-05-28,46684,39111,5649,5031,369,688,1418,,,True,73
156,4,2023-04-24,473248,369679,55976,7926,8178,2583,13639,,,True,56
156,4,2023-05-26,359428,217436,27157,23861,17457,8527,6302,,,True,71
156,5,2023-04-28,32206,21632,1553,3661,93,433,152,,,True,73
156,5,2023-04-04,376806,319884,50770,70417,9670,6355,14820,,,True,85
156,5,2023-05-08,201105,166181,24472,26107,8575,2568,2067,,,True,68
156,5,2023-05-22,28325,19364,2045,1772,97,324,419,,,True,56
157,2,2023-04-05,284057,236072,38723,20356,875,5465,4932,,,True,48
157,2,2023-04-11,315119,182931,13455,60092,15706,4543,2379,,,True,92
157,2,2023-05-27,360517,200349,20187,23807,17008,7490,1281,,,True,61
157,2,2023-04-08,12974,8716,1257,2396,213,359,147,,,True,77
157,2,2023-03-17,840,687,86,37,37,19,23,,,True,63
157,2,2023-03-20,31706,17538,4134,4892,1118,78,536,,,True,78
157,4,2023-04-29,332749,271915,19156,31022,1047,8387,1436,,,True,68
157,4,2023-05-30,443274,260973,41355,8603,8129,9996,9036,,,False,62
157,4,2023-04-18,121400,91041,15307,2324,5966,1134,3358,,,True,51
157,4,2023-05-11,405701,310933,15601,73220,2761,3669,1271,,,True,70
158,3,2023-03-21,285063,182431,27331,7930,3377,5691,7382,,,True,60
158,3,2023-05-19,286469,188425,33343,16125,5533,4997,2888,,,True,59
158,3,2023-06-02,17936,10184,2599,2119,525,352,388,,,True,76
158,3,2023-04-21,476990,380291,8695,54319,17238,7082,530,,,True,69
158,3,2023-03-24,263144,165811,27690,38462,12595,5316,5332,,,True,81
158,3,2023-03-25,366919,307828,22930,19356,416,5589,3307,,,True,48
158,5,2023-04-12,434842,240605,34375,85759,7106,2074,5080,,,True,82
158,5,2023-04-05,282167,176758,25817,36475,9428,4968,6319,,,True,73
158,5,2023-04-29,161831,105078,3776,2086,6406,2843,795,,,True,57
159,6,2022-07-19,334579,260734,28687,61418,8702,2692,2520,,,True,76
159,6,2022-07-12,206326,140966,25015,26222,271,5569,3342,,,True,75
159,6,2022-06-27,460016,390464,40438,90431,10629,11895,10723,,,True,81
159,5,2022-07-24,220218,165452,29404,35563,9767,1123,4190,,,True,88
159,5,2022-07-16,134630,92703,10079,1977,4065,138,1625,,,True,41
159,5,2022-07-07,441873,264518,48569,50655,4359,5970,14053,,,True,60
159,5,2022-07-22,319264,245088,10832,24579,14561,7593,1955,,,True,74
159,5,2022-06-29,360368,237775,8369,10889,2339,4922,1538,,,True,50
159,5,2022-07-11,43257,33268,5766,5108,1026,1263,529,,,True,67
159,5,2022-07-12,271433,152908,4627,53895,4789,2131,850,,,True,93
160,1,2022-08-01,494696,295022,67875,50024,4673,7797,9022,,,True,34
160,1,2022-07-21,345144,199766,28283,14476,13096,1971,1795,,,True,34
160,1,2022-08-04,154926,110151,15111,26236,1890,3131,1342,,,True,48
161,5,2022-07-28,392548,228820,27087,75040,7315,7250,2683,,,True,75
161,5,2022-07-14,386228,285109,4567,6512,4319,954,1298,,,True,40
161,5,2022-07-10,69286,40821,4950,5421,3227,1466,375,,,True,70
161,5,2022-07-05,22220,18210,2584,2347,477,593,392,,,True,72
161,5,2022-07-30,358159,302754,6461,52254,10798,10068,1033,,,True,84
162,2,2022-07-03,314136,181224,33163,51663,15372,988,4133,,,False,92
162,2,2022-07-31,495894,296413,56963,54978,3395,11787,6603,,,True,75
162,2,2022-07-11,35564,26176,2306,1374,176,931,656,,,True,56
162,2,2022-07-05,263214,149179,17588,46881,12758,3451,5143,,,True,89
162,2,2022-07-01,395363,321471,6199,21521,8028,2149,1193,,,True,58
162,2,2022-06-28,32190,20632,1615,4988,433,644,258,,,True,80
162,2,2022-07-07,103442,78146,9791,4740,1242,1353,510,,,True,64
162,4,2022-07-26,202529,119574,27035,6545,3135,1065,2814,,,True,53
162,4,2022-07-09,482653,385458,28038,64851,16929,4213,2462,,,True,81
162,4,2022-07-05,334068,272561,5178,49990,15870,6089,1148,,,True,76
162,4,2022-07-07,488247,328233,48593,72078,22197,10558,10423,,,True,90
163,6,2025-06-01,465733,274872,67623,92201,22082,13622,,,,True,
163,6,2025-05-29,192197,144150,11734,10534,2504,5482,,,,True,
163,6,2025-07-14,18710,14830,818,466,783,479,,,,True,
163,6,2025-06-16,213186,119042,31385,12949,9234,5025,,,,True,
163,6,2025-06-03,362169,260441,17238,26386,8410,6525,,,,True,
163,5,2025-06-15,194863,140164,28987,11976,3886,4309,,,,True,
163,5,2025-05-29,200939,168524,3798,9974,2961,661,,,,True,
163,5,2025-06-19,194454,108240,20939,2237,3358,4924,,,,True,
163,5,2025-06-03,493276,316636,10978,36956,18872,9018,,,,True,
163,5,2025-06-28,493305,326254,31265,33247,11290,2107,,,,True,
164,5,2025-07-01,126118,83286,13928,24919,1768,1533,,,,True,
164,5,2025-06-08,150401,85095,15563,9070,4162,1002,,,,True,
164,5,2025-05-21,83029,69104,10322,5578,1371,826,,,,True,
164,1,2025-06-30,115848,86577,8584,3453,5267,3151,,,,False,
164,1,2025-07-15,338989,256234,9178,63942,13991,9380,,,,True,
164,1,2025-06-25,63544,36462,7128,6027,2916,1089,,,,True,
165,3,2025-06-19,466686,383500,56773,27700,19770,9270,,,,True,
165,3,2025-06-08,25985,15168,965,5023,1133,729,,,,True,
165,3,2025-05-26,363045,257293,44120,64008,14956,2706,,,,True,
165,3,2025-06-28,237984,140319,16705,33216,4981,1583,,,,False,
166,2,2025-05-11,489361,347986,6578,91926,8294,7856,,,,True,
166,2,2025-05-09,19566,10909,611,3379,190,92,,,,True,
166,2,2025-06-18,168161,115851,21614,7907,3673,3114,,,,True,
166,2,2025-05-23,301265,228265,8218,55586,11565,4923,,,,True,
166,2,2025-06-29,46031,32144,1520,767,320,550,,,,True,
166,6,2025-07-09,315561,234607,28585,40998,7809,2567,,,,True,
166,6,2025-06-23,196336,164904,11645,35285,6538,1410,,,,True,
166,6,2025-05-26,89092,53030,9537,14681,1079,1680,,,,True,
166,6,2025-05-07,316850,232053,3231,25057,7671,6689,,,,True,
167,6,2025-06-18,222392,150792,18017,43294,5339,813,,,,False,
167,6,2025-06-01,241208,135961,8741,30236,9553,1086,,,,True,
167,6,2025-05-20,83544,66745,3173,1447,141,385,,,,True,
167,6,2025-06-02,186213,138438,26684,36552,2214,5385,,,,True,
168,4,2022-06-17,280539,226635,33414,28309,4738,6412,,,,True,
168,4,2022-06-30,110506,93256,16021,21726,5430,564,,,,True,
168,4,2022-06-28,373830,262618,36958,57320,5723,11183,,,,True,
168,4,2022-06-23,351958,284177,31412,51490,11820,7346,,,,True,
168,6,2022-06-26,96465,76816,9309,19165,1094,1931,,,,True,
168,6,2022-06-27,127505,101995,12617,18767,5528,1032,,,,True,
168,6,2022-06-16,60656,43033,2912,8485,1522,244,,,,True,
168,6,2022-07-04,255076,191485,10732,29637,4065,1157,,,,True,
169,1,2022-06-15,91996,61672,1658,14633,3085,703,,,,True,
169,1,2022-06-17,248764,185840,15934,17320,3623,3683,,,,True,
169,1,2022-06-22,132320,95350,16129,24874,4409,1545,,,,True,
169,1,2022-06-27,378186,238370,7884,58853,12853,3996,,,,True,
169,2,2022-06-17,260888,171488,9360,26261,267,1298,,,,True,
169,2,2022-07-03,228353,192482,23596,5369,9928,3513,,,,True,
169,2,2022-06-27,347385,200420,18427,65569,10076,7922,,,,True,
169,2,2022-06-21,496809,365696,37154,58444,11546,1020,,,,True,
169,2,2022-06-25,249309,153246,8251,25729,6160,827,,,,True,
169,2,2022-06-29,404459,244945,28837,33969,15558,5804,,,,True,
169,2,2022-06-23,302896,254175,25705,30374,8387,3398,,,,True,
170,3,2022-07-05,60944,44536,5984,5035,983,115,,,,True,
170,3,2022-07-03,380651,299074,37749,16946,2706,884,,,,True,
170,3,2022-06-24,36808,24131,489,2809,1493,327,,,,True,
170,3,2022-06-21,336088,230834,46727,34008,12044,347,,,,True,
170,6,2022-06-29,156603,113023,14569,29040,6946,560,,,,True,
170,6,2022-06-27,202695,165633,14133,40177,2754,2146,,,,False,
170,6,2022-06-24,128564,84325,13867,12772,365,2884,,,,True,
170,6,2022-07-03,296746,201190,10714,29151,1446,7893,,,,True,
170,6,2022-06-28,188244,111290,20223,9849,2087,3980,,,,True,
170,6,2022-06-30,377471,208510,23222,11672,10162,5442,,,,True,
170,6,2022-06-21,224143,143431,33227,38582,6968,6179,,,,True,
171,3,2022-07-03,228368,142593,33371,34987,10015,6467,,,,True,
171,3,2022-06-25,116580,74869,5366,2782,5238,2185,,,,True,
171,3,2022-06-27,487040,356047,21547,61083,20385,13830,,,,True,
171,3,2022-06-26,303705,208119,12663,53869,13355,2627,,,,True,
171,3,2022-06-24,354930,284310,38312,15103,4259,6461,,,,True,
171,3,2022-06-28,67768,49581,5203,12718,3349,1382,,,,True,
171,3,2022-07-04,404483,329532,37038,75805,2381,2254,,,,True,
172,4,2024-02-27,399841,225112,22293,72313,10559,2634,4627,,,True,55
172,4,2024-02-17,248287,196173,7068,39172,701,321,886,,,True,50
172,4,2024-02-14,160086,106369,3037,23608,1912,413,172,,,True,43
172,4,2024-03-06,408807,238923,46087,39932,17605,10655,8396,,,True,52
172,4,2024-02-18,173917,126038,17030,29482,8387,2975,2683,,,True,48
172,4,2024-02-16,320045,196994,6282,46120,8985,2075,1406,,,True,47
172,4,2024-02-28,44876,25657,6320,5144,150,311,1722,,,True,30
173,1,2022-11-26,450326,281272,24049,29551,6300,3165,1850,,,True,26
173,1,2022-11-28,236829,180999,16150,35731,8067,4756,3962,,,True,58
173,1,2022-11-09,17628,12615,2401,3356,288,379,204,,,True,53
173,1,2022-11-06,305932,256303,9611,49835,1650,6185,1651,,,True,46
174,2,2022-11-11,31142,18577,2650,4993,590,73,239,,,True,53
174,2,2022-11-06,147474,99786,8460,14040,2581,3877,2373,,,True,32
174,2,2022-11-14,70480,49765,2217,11326,102,103,293,,,True,50
174,2,2022-12-01,113497,69383,1293,1608,1210,1457,207,,,True,10
174,2,2022-11-15,224777,176448,13740,37088,5043,3007,3352,,,True,59
175,2,2024-08-19,336964,222752,6013,63651,3194,2592,,374,145635.45,True,
175,2,2024-09-20,89957,55817,3629,13149,4280,433,,77,12480.35,True,
175,2,2024-08-07,419697,304052,47759,83891,16266,1525,,3562,1708526.42,True,
175,2,2024-08-15,69917,44593,9323,1476,2859,1534,,862,124380.46,True,
175,2,2024-08-21,243019,186855,35038,40832,5914,4725,,1911,794829.48,True,
176,4,2022-12-27,203041,133586,17426,22739,9361,1110,,1237,398168.91,True,
176,4,2022-12-30,457789,379662,16106,32120,1357,13146,,1294,239074.54,True,
176,4,2022-12-15,280352,177890,12801,29816,10439,7980,,687,220565.82,True,
176,4,2023-01-01,403898,336102,48960,11692,2076,11874,,1014,243144.03,True,
176,4,2022-11-18,124077,94182,18307,14272,5032,2796,,265,121857.28,True,
176,4,2022-11-23,39262,26946,664,6542,599,80,,44,5643.31,True,
176,4,2022-11-10,54799,39801,5300,3169,1007,1005,,403,181653.03,True,
176,6,2022-11-18,258570,215544,29679,14856,7322,1621,,354,152727.78,True,
176,6,2022-11-16,59737,39587,3749,4235,2433,1083,,255,109139.68,True,
176,6,2023-01-03,102892,79433,1050,11577,1088,3015,,38,8837.01,True,
177,4,2022-11-26,272377,190590,25573,50461,429,3942,,2107,52581.68,True,
177,4,2022-12-09,358649,237876,29067,27393,11115,9458,,786,272976.29,True,
177,4,2022-12-30,327610,249179,11607,29863,10889,1847,,1032,387741.84,True,
177,1,2022-11-18,167698,132219,5433,13105,1429,2202,,487,91389.96,True,
177,1,2022-12-05,424922,310777,5901,34031,15522,2367,,373,28412.27,True,
177,1,2023-01-04,453844,379647,53374,23368,3825,4635,,4172,1487497.74,True,
177,1,2022-12-08,229032,142757,23721,37641,7476,1373,,1566,254312.62,True,
177,1,2022-12-07,94811,53361,5952,6986,1299,1509,,405,115258.11,True,
178,2,2022-12-23,282729,219987,4428,17471,7686,7260,,324,30901.92,True,
178,2,2022-11-13,44387,26766,1387,8453,420,142,,107,28403.54,True,
178,2,2022-11-21,59562,45467,5084,10438,1645,985,,504,82161.09,False,
178,2,2022-12-18,400833,290545,33797,23972,10952,4928,,3345,1271222.99,True,
179,2,2022-11-09,93645,67518,7524,17526,2122,1517,,240,40935.75,True,
179,2,2022-12-27,386768,324084,38403,24573,16878,8787,,3062,235776.87,True,
179,2,2022-12-01,68291,42020,6978,2133,539,1910,,577,61128.49,True,
179,1,2022-11-26,24340,15463,2327,2703,973,103,,176,82733.59,True,
179,1,2022-12-21,298480,233335,32236,9331,7187,5621,,767,295270.97,True,
179,1,2022-11-11,311959,262990,15247,44056,1787,1767,,1110,81284.14,True,
180,3,2022-11-21,221879,149312,25127,33631,7900,623,,1037,118653.61,True,
180,3,2023-01-02,177007,107623,11584,31129,210,3420,,456,48400.30,True,
180,3,2022-12-04,278089,227961,24187,2881,5119,5835,,2255,956969.27,True,
180,5,2022-12-26,366194,248886,45836,56281,17117,9475,,1189,340991.89,True,
180,5,2022-12-16,462929,375724,44125,38524,18373,13347,,1293,326033.89,True,
180,5,2022-11-10,44174,30996,4368,7855,2129,1213,,338,131354.42,True,
180,5,2023-01-03,238985,138952,16912,16225,9337,244,,282,26627.91,True,
180,5,2022-12-05,82735,50496,3440,10397,484,1379,,191,92824.45,True,
180,5,2022-12-02,98455,67769,9255,16999,2647,1027,,873,325992.11,True,
180,5,2022-12-11,213392,178353,16541,17769,7016,2827,,1102,217879.01,True,
181,6,2025-06-02,53165,42898,6584,3030,248,249,1327,,,True,56
181,6,2025-05-27,481912,337796,12285,93629,10376,12406,2589,,,True,95
181,6,2025-05-26,183971,137651,6429,25453,9114,4568,563,,,True,84
182,6,2025-05-27,435361,251751,24081,21239,13592,7924,6568,,,True,24
182,6,2025-05-17,117686,85993,12234,15225,169,1634,1522,,,True,32
182,6,2025-05-03,319177,177699,15172,32008,12280,4132,2997,,,True,39
182,6,2025-06-01,230071,166163,15067,3244,273,5446,2475,,,True,22
182,6,2025-05-15,185019,139814,23883,11841,2685,5301,2349,,,True,40
182,6,2025-05-29,444561,284821,30022,24931,18718,7135,6228,,,True,28
183,1,2025-05-27,15156,9541,822,2433,138,296,206,,,True,67
183,1,2025-06-06,90101,52752,12097,1438,1849,2601,723,,,True,55
183,1,2025-04-29,316031,259309,3960,35847,4505,7955,552,,,True,63
183,1,2025-05-17,785,562,67,90,34,19,8,,,True,75
183,1,2025-05-11,284064,203196,27451,42612,3929,7324,8199,,,True,84
183,1,2025-05-30,454267,282085,14042,87412,18001,12510,867,,,False,86
183,1,2025-06-05,181333,138912,21101,15708,5442,4753,4201,,,True,78
183,6,2025-05-17,402762,289827,50573,78926,13526,10882,6248,,,True,94
183,6,2025-05-11,264035,205511,36425,48405,8720,4328,3296,,,True,96
183,6,2025-04-29,16873,9852,1940,1539,751,76,208,,,True,67
183,6,2025-05-28,132654,78193,12382,2417,3278,2691,3574,,,True,59
183,6,2025-05-09,210670,167598,13144,14150,609,1076,3214,,,True,48
184,3,2023-03-04,489366,331614,17106,92195,4824,9131,,681,84047.88,True,
184,3,2023-02-26,346481,221217,41937,20490,5563,9397,,1565,248076.57,True,
184,3,2023-02-28,195726,142720,18419,14090,1120,4873,,568,72765.12,False,
184,3,2023-02-17,435887,250439,12730,31938,7862,1720,,931,403764.76,True,
184,3,2023-02-23,2242,1731,146,302,106,62,,2,728.45,True,
185,1,2023-03-05,223636,174820,19020,25418,2923,2470,,739,254253.87,True,
185,1,2023-02-27,90137,54468,9338,3818,3807,455,,815,55968.91,True,
185,1,2023-02-28,263879,171074,16242,6851,1124,2835,,238,102055.86,False,
185,1,2023-02-18,162250,118407,7490,15621,2302,1245,,321,39520.07,True,
185,4,2023-02-27,437371,344141,32616,33991,6872,10657,,2002,231692.71,True,
185,4,2023-03-01,473041,345750,7157,25525,12306,888,,197,54042.72,True,
185,4,2023-03-08,458647,360613,48787,25469,14938,12674,,4792,1078293.58,False,
185,4,2023-02-22,249240,174918,33534,40949,7049,2798,,860,241476.33,True,
185,4,2023-02-16,150048,119762,10634,10508,610,939,,532,88711.10,True,
186,6,2024-04-02,26715,15506,2378,812,582,397,,,,True,
186,6,2024-03-30,456293,303186,10160,46106,17053,12809,,,,True,
186,6,2024-04-07,208899,151797,3998,14408,2357,2608,,,,True,
186,6,2024-04-08,302275,189552,18937,48616,4182,8244,,,,True,
186,1,2024-04-10,312754,224004,24131,37440,8454,2434,,,,True,
186,1,2024-04-11,372152,242685,8681,9730,11212,7533,,,,True,
186,1,2024-03-23,151227,90896,7753,9469,7101,3556,,,,True,
186,1,2024-03-24,394283,327944,50275,50020,9239,4633,,,,True,
186,1,2024-03-26,478041,388672,59919,85601,8175,10320,,,,True,
186,1,2024-04-09,273076,160548,22546,8498,8198,1691,,,,True,
186,1,2024-03-31,391195,283671,43953,49192,17589,9985,,,,True,
187,6,2024-04-01,335676,245892,43766,60675,7936,9352,,,,True,
187,6,2024-04-08,277911,177800,40343,51645,11320,6644,,,,True,
187,6,2024-04-09,108561,73564,12644,4383,5400,3200,,,,True,
187,6,2024-03-29,96038,73741,9541,4790,2462,2190,,,,True,
187,2,2024-03-25,320187,270821,25242,35978,4636,8829,,,,True,
187,2,2024-04-10,465809,370932,52778,59282,21394,13515,,,,True,
187,2,2024-03-30,330945,266005,41922,31309,9689,3885,,,,True,
188,1,2022-12-07,435165,325110,49709,48872,875,9545,,,,True,
188,1,2022-11-23,6733,5256,697,316,228,10,,,,True,
188,1,2022-11-24,64390,46534,7740,1620,848,1665,,,,True,
188,1,2022-12-03,301181,254626,15972,39996,4952,1360,,,,True,
188,1,2022-11-15,22657,16362,2415,1638,616,89,,,,True,
188,1,2022-11-30,64996,36580,3632,11508,1018,1411,,,,True,
189,5,2022-12-01,108315,71892,7179,19913,526,2276,,,,True,
189,5,2022-12-13,314854,211041,13963,24279,12633,865,,,,False,
189,5,2022-12-11,175540,125224,25727,34326,7414,2365,,,,True,
190,4,2022-12-08,430631,285367,39561,50788,7965,10294,,,,True,
190,4,2022-11-25,199640,127181,12977,27745,616,975,,,,True,
190,4,2022-11-15,126320,87345,4476,1939,1106,2304,,,,True,
190,4,2022-12-01,341369,226485,3637,62703,5275,5501,,,,True,
190,4,2022-12-04,134134,84092,16683,18746,637,3608,,,,True,
190,1,2022-11-30,139751,78659,8701,4701,1433,2410,,,,False,
190,1,2022-11-23,257618,217439,2874,9561,5555,3411,,,,True,
190,1,2022-12-01,267420,217067,12531,15842,3813,1167,,,,True,
190,1,2022-11-29,121042,88069,14669,22519,3533,2139,,,,False,
190,1,2022-12-06,260178,174485,27923,45142,8665,4838,,,,True,
190,1,2022-12-11,482774,266046,16567,51210,18544,4377,,,,True,
191,5,2022-11-27,436410,340432,37212,78389,3340,6649,,,,True,
191,5,2022-11-30,466207,283903,46551,42292,13094,8036,,,,True,
191,5,2022-12-02,55895,43445,7125,9275,2180,1297,,,,False,
191,5,2022-11-17,160442,133830,14871,24772,7244,2520,,,,True,
191,5,2022-11-25,246859,168593,28299,47580,2937,1922,,,,True,
191,5,2022-12-06,399473,276622,4773,23050,4951,497,,,,False,
192,3,2023-08-24,433511,321264,29772,6245,12009,5410,,,,True,
192,3,2023-08-04,413389,248057,6421,24709,13685,2456,,,,True,
192,3,2023-09-14,469443,270163,6984,62882,10825,2293,,,,True,
193,5,2023-07-19,52774,37971,1706,4250,2071,1338,,,,True,
193,5,2023-07-13,31693,23339,3487,2181,1514,880,,,,True,
193,5,2023-07-18,145752,103949,10958,17723,5397,2152,,,,True,
193,5,2023-09-12,134591,108973,12167,6580,1304,439,,,,True,
193,5,2023-08-14,157024,123740,5648,1987,6561,3316,,,,True,
193,4,2023-09-02,19083,11597,1212,1755,661,138,,,,True,
193,4,2023-07-23,78781,56237,5736,10559,295,2203,,,,True,
193,4,2023-07-24,17171,12506,2045,943,768,223,,,,True,
193,4,2023-07-17,299994,197431,20188,33990,758,3248,,,,True,
194,4,2024-12-28,72097,46867,8775,13949,163,1036,,,,True,
194,4,2024-12-29,47410,28770,5642,6368,446,175,,,,True,
194,4,2024-12-31,426744,283444,6732,45563,18924,8533,,,,True,
194,4,2025-01-12,97827,57325,11993,5697,4268,2111,,,,True,
194,4,2025-01-04,214154,168689,32086,6656,1968,5230,,,,True,
195,2,2025-01-23,213917,121106,31439,35672,8175,2032,,,,True,
195,2,2024-12-28,473613,279205,28642,13090,9694,2452,,,,True,
195,2,2025-01-11,478320,347410,55363,17680,17648,13469,,,,True,
195,2,2025-01-05,306338,193446,34881,29026,12953,8153,,,,True,
195,2,2025-01-06,12350,7564,439,1628,226,46,,,,True,
195,2,2025-01-04,247085,166212,25009,30764,3880,4239,,,,True,
196,2,2025-01-05,363329,238971,31103,11361,1023,1477,,,,True,
196,2,2025-01-27,58402,37721,8189,7035,2466,347,,,,True,
196,2,2025-01-08,462315,310389,53648,29704,14205,7646,,,,True,
196,2,2025-01-23,251617,180359,30386,45939,6585,3325,,,,True,
197,3,2024-12-29,164057,112683,2183,24993,3687,3291,,,,True,
197,3,2025-01-26,296489,172811,4315,19390,12592,1419,,,,True,
197,3,2024-12-28,23365,13203,2102,3457,629,581,,,,True,
197,3,2025-01-13,106196,70929,15363,13679,4443,2525,,,,True,
197,3,2025-01-24,146567,104370,11927,8996,6930,312,,,,True,
197,3,2025-01-05,117941,85179,9894,8317,2612,624,,,,True,
198,4,2024-12-30,381580,266152,53967,14573,653,10370,,,,False,
198,4,2025-01-02,109623,85331,1126,1525,3056,1307,,,,True,
198,4,2025-01-03,390453,298421,25950,21655,2518,445,,,,True,
198,4,2025-01-20,300254,234328,26884,8135,4009,3837,,,,False,
198,3,2025-01-27,389197,287356,48593,14160,9819,10928,,,,True,
198,3,2025-01-24,305621,229819,43492,36571,7191,6654,,,,False,
198,3,2025-01-26,5169,3683,582,346,255,147,,,,True,
198,3,2024-12-30,454848,374304,31628,90967,9113,990,,,,False,
198,3,2025-01-09,313355,249048,45794,33798,10820,2576,,,,True,
198,3,2025-01-15,51241,39296,2265,4851,2385,828,,,,True,
198,3,2025-01-21,48979,36667,4297,3927,670,760,,,,True,
199,4,2023-10-08,36368,23963,2013,2016,772,67,,78,36882.75,True,
199,4,2023-09-30,131772,83677,17747,8161,2743,1819,,1321,86968.64,True,
199,4,2023-10-11,140483,114405,15585,23028,5002,2336,,284,74793.64,True,
199,4,2023-10-15,342659,211334,24857,63482,5194,353,,2398,498111.07,False,
199,4,2023-09-29,182244,127614,3609,10897,3082,900,,109,49934.70,True,
200,6,2023-10-25,181086,153691,2251,11949,1596,678,,178,84763.69,True,
200,6,2023-10-18,174571,101627,4585,15632,768,1069,,306,54203.22,True,
200,6,2023-10-09,150899,113124,20358,4789,385,2184,,520,24223.20,True,
200,6,2023-10-13,12837,7267,358,719,102,45,,6,2651.46,True,
200,1,2023-10-07,184445,106401,2602,33540,8738,4010,,28,10444.16,True,
200,1,2023-11-04,170947,105528,21212,30655,7822,3908,,807,297133.31,True,
200,1,2023-10-26,160649,119928,21709,31472,3458,1179,,1455,296461.04,True,
200,1,2023-10-03,56636,41718,3205,640,1442,1277,,212,25096.51,True,
201,5,2023-10-08,258014,219247,21896,10579,4276,1017,,1557,648496.85,True,
201,5,2023-10-15,96587,64546,14310,10313,4106,2067,,642,121029.55,True,
201,5,2023-10-14,210314,175782,27304,13134,999,5861,,2433,1080883.57,True,
201,5,2023-10-21,286644,195663,37228,17547,9044,4221,,3152,1065211.79,True,
201,5,2023-10-25,335578,205477,4062,29674,15671,8182,,151,44016.52,True,
201,5,2023-10-04,76822,45145,4136,4736,865,196,,311,137393.10,True,
201,4,2023-10-08,317485,244932,19010,24704,9260,1901,,1849,622676.47,True,
201,4,2023-10-06,148902,110611,3322,4989,5041,2793,,264,74558.07,True,
201,4,2023-11-05,77440,53362,801,10613,963,583,,56,22327.11,True,
201,4,2023-10-04,453484,317804,15884,10115,11937,8169,,758,23600.76,True,
201,4,2023-10-20,136642,110659,1716,23349,5603,4071,,45,4377.55,True,
201,4,2023-10-26,163554,99575,18803,4191,5983,1335,,237,85308.59,True,
201,4,2023-10-15,320997,248192,26933,3465,15199,4944,,512,189640.08,True,
202,6,2023-10-02,55568,40475,4840,6808,1701,1599,,83,33834.30,False,
202,6,2023-11-05,7423,4549,1029,743,49,30,,74,28032.57,True,
202,6,2023-10-11,245151,190869,21492,4574,9245,6534,,1680,746543.15,True,
202,6,2023-10-09,493281,323806,54330,96572,24437,10818,,1806,540500.62,True,
202,6,2023-11-04,334016,230470,27838,58383,15412,6423,,471,226050.85,True,
202,6,2023-11-03,177550,125888,19328,2539,8204,3051,,1369,577468.94,True,
202,2,2023-10-29,314414,244656,34619,31098,14880,1278,,431,151420.87,True,
202,2,2023-10-07,323235,223353,41008,11202,3535,5907,,3208,1040023.23,True,
202,2,2023-10-28,252746,176195,6795,12034,4449,1914,,341,75438.80,True,
203,2,2023-04-27,353731,271254,30727,56254,8422,10307,1778,,,True,47
203,2,2023-05-10,351316,284719,13062,54779,4022,4378,1261,,,True,38
203,2,2023-04-05,20449,16089,1305,2803,403,229,213,,,True,45
203,3,2023-05-23,35256,24012,3758,1999,1503,970,530,,,True,29
203,3,2023-05-30,29293,22577,3732,5272,1211,359,190,,,True,46
203,3,2023-05-19,191329,107895,27119,31481,5091,1623,6656,,,True,48
204,6,2023-05-02,284574,229532,22900,14762,427,7818,5373,,,True,35
204,6,2023-04-21,39608,31457,2150,2116,325,462,145,,,True,29
204,6,2023-05-10,400872,317595,34878,33571,6113,8688,3880,,,True,43
204,3,2023-05-13,9452,7524,1259,590,240,80,375,,,True,34
204,3,2023-04-15,424326,307874,29460,81572,7078,3461,3954,,,True,46
204,3,2023-04-04,404426,231698,29468,41902,16400,1975,5836,,,True,47
204,3,2023-05-15,52122,34004,2415,4248,2450,121,526,,,True,45
205,1,2023-05-23,412992,263412,47978,70245,7896,3768,11672,,,True,53
205,1,2023-04-06,188249,107188,4563,18360,752,2918,367,,,True,35
205,1,2023-04-23,396179,295431,33444,52228,4858,8031,2183,,,True,35
205,1,2023-05-11,161401,136159,13591,25420,7189,1549,927,,,True,51
205,5,2023-06-01,295476,177825,13691,45157,10216,3747,1189,,,True,54
205,5,2023-04-27,271134,216953,40557,25826,5965,1341,6543,,,True,36
